PL_Index,nu_syn,LP_Index,Pivot_Energy,Frac_Variability,Variability_Index,nuFnu_syn
2.6916296,31.250223,2.5912986,6.4087143,1.148185,4.668862,-27.49424
2.418413,29.339138,2.403656,7.1588173,0.7799212,4.0279675,-26.808367
2.303696,29.96632,2.182665,6.452572,0.7274973,5.8469553,-26.969173
1.9408891,33.52839,1.8056031,7.6714506,0.25995556,3.2271624,-27.280155
2.5834174,29.38842,2.4672697,5.835272,0.59595615,6.908281,-25.647537
2.058876,34.37877,1.8208698,7.4547133,0.0,2.1541462,-26.253363
2.1046865,33.849995,2.0178497,6.684219,0.9534211,7.5596657,-24.631126
2.2521555,30.11299,2.215001,7.144237,0.37262556,3.6413324,-26.24599
2.3384829,31.250223,2.239042,6.647193,0.79219836,5.940082,-27.3938
2.4225156,27.631021,2.3967264,7.0719385,0.5693976,3.2616875,-27.631021
2.3821127,28.776163,2.2797956,7.269969,0.8304554,4.160591,-26.683712
1.9950024,30.926916,1.9538931,8.287667,0.23653755,2.6264915,-26.851568
2.3498597,30.993519,2.2787192,6.617352,0.31086174,3.4621565,-25.706833
2.0940564,32.520058,1.8745862,7.849765,0.2932584,2.8235664,-26.56111
2.5985668,29.821924,2.5846574,6.8463593,0.0,1.9930204,-25.613085
2.186331,30.325909,2.0807223,6.7571816,0.5345164,5.576133,-26.701511
2.5009751,29.083433,2.5036395,7.172415,0.77700454,4.7110453,-26.223934
2.3252792,29.218306,2.2447546,7.4889493,1.9994402,5.5328283,-26.574478
2.813827,28.735737,2.672476,5.8660555,1.0220742,5.681189,-27.172043
1.896719,32.33737,1.8467596,8.072503,0.091810375,2.4439538,-26.576593
1.9343277,38.591343,1.8337321,8.255567,0.54264635,3.3847194,-26.53111
2.7736647,30.11299,2.8654962,6.528602,0.6086057,4.6605535,-25.301641
1.951076,35.540768,1.8678545,8.412969,0.59331733,3.4386451,-27.210987
1.9403424,34.884872,1.8562322,7.3398805,0.44370332,6.7702036,-24.84278
2.1601737,27.631021,2.0470982,7.7988415,0.0,2.069481,-27.631021
1.9776328,27.631021,1.9223516,8.210626,0.0,2.2055972,-27.631021
1.7652086,39.259087,1.6679159,8.063621,0.4945189,5.5295196,-24.862516
2.1449873,32.588634,2.1298213,7.755283,0.2640631,2.8462682,-26.086498
1.9995288,37.209843,1.7879332,8.359521,0.0,1.679953,-26.95225
1.9210784,35.64435,1.8787037,8.477488,0.13599987,2.571073,-26.43223
2.760912,28.920328,2.7693253,6.495225,0.5872149,2.8518085,-27.14881
2.3653848,28.962362,2.2362447,6.296943,0.6166988,6.64544,-26.573133
2.5948298,29.02229,2.6013923,6.6839304,0.65013474,3.9651008,-27.340698
2.4942045,28.39563,2.4690459,6.793022,0.7507418,4.7894034,-27.325802
2.2898242,27.631021,2.2694404,7.400203,0.29731476,3.067674,-27.631021
1.9213046,36.404026,1.7711599,8.30369,0.6529375,3.3022583,-27.276295
2.321799,27.631021,2.2952013,7.3957276,0.0,0.4700438,-27.631021
2.3544247,33.252953,2.4011965,7.166949,0.3345057,3.0565708,-25.978134
1.8986865,35.46021,1.6764351,7.877094,0.31043994,2.799377,-26.35089
2.3662593,29.96632,2.2809527,6.59092,0.35495943,5.6315827,-25.592567
1.8930744,34.63179,1.5068628,8.507347,0.0,1.9799238,-27.060114
1.9519442,37.762436,1.9350893,8.140718,0.32469696,4.0822287,-25.210987
1.9818473,35.64435,1.9502345,8.217737,0.61778563,3.2322125,-26.782513
1.9982667,27.631021,1.9907743,8.1818905,0.0,2.1135764,-27.631021
1.7773553,37.037163,1.7270555,8.3565035,0.566789,3.5942228,-26.660364
2.3582435,32.703,2.3726494,7.1724143,0.0,2.380811,-27.114222
2.1946979,32.72588,2.084648,6.878148,1.6092551,8.134681,-25.32389
2.487468,29.209158,2.3813086,6.133414,1.0701345,7.562547,-26.442982
2.0868998,32.622932,2.0854292,7.6943884,0.94453067,4.238087,-26.99049
1.8701633,38.430164,1.896721,8.289267,0.33301312,3.2768254,-25.13408
2.1351547,31.882128,2.0434983,7.1891932,0.19901381,3.1167934,-26.769842
2.247641,28.2363,2.2571385,7.272764,0.44242293,3.7344801,-27.281893
1.7231159,27.631021,1.6108037,8.9364605,0.0,1.9439735,-27.631021
2.3411708,29.750673,2.2445264,6.2699223,0.7968676,7.09921,-25.048573
2.1864097,33.78106,2.1395743,7.7208805,0.0,2.2986603,-26.530798
2.0496154,33.252953,2.0556457,7.730662,0.4214771,3.5644104,-27.039116
2.2629142,33.735107,2.2132163,7.741299,0.69096375,4.315626,-26.20586
2.557625,30.982409,2.5473406,6.8006372,1.1279767,4.034155,-27.275742
1.847787,38.591343,1.612661,8.303157,0.6507206,3.9034848,-26.56304
1.4452856,32.520058,0.44803974,9.983092,0.0,2.7725308,-27.327044
2.3522346,36.657276,2.3448627,7.517307,0.0,2.6981664,-27.15444
2.4974294,29.740551,2.327874,7.04199,0.8846229,4.96132,-26.399666
2.4004157,29.7002,2.3606837,6.4968762,0.6850125,5.5588,-26.928526
1.713726,39.535393,1.6774246,8.676587,0.19570021,2.665992,-24.59331
1.8103536,37.037163,1.7136325,8.219016,0.22733885,2.7008102,-26.83123
1.8429401,27.631021,1.7530643,8.554296,0.0,2.3174546,-27.631021
2.0673406,32.931965,2.02374,7.7723384,0.0,2.2886794,-27.354422
2.931233,28.43951,2.9268932,6.0555353,0.6485875,4.198312,-27.135485
1.8785375,37.796974,1.8691261,8.203618,0.39735016,3.6764781,-25.920843
2.1131442,33.058014,1.9408715,7.751465,0.124264024,2.6416256,-27.141062
2.550766,29.821924,2.5927093,7.2620697,0.5053562,3.7876377,-25.800592
2.566734,28.712774,2.56333,6.6825814,0.8747745,3.6050727,-26.948826
1.809519,37.417065,1.8517544,8.554848,0.43931633,2.9830194,-26.571548
1.9964937,27.631021,1.9674202,7.961779,0.344874,3.0584345,-27.631021
1.9476895,31.734758,1.9636738,8.390838,0.0,2.3214772,-26.906076
1.6978834,33.70639,1.4445362,8.466659,0.49695975,3.1564405,-27.106943
2.0807567,33.069477,1.7125118,7.7496614,0.0,1.5853599,-27.42858
1.9209119,35.575294,1.7674978,8.105848,0.07492473,2.7262795,-25.535624
1.8693244,34.884872,1.6684456,7.849327,0.26611128,3.075028,-26.776102
2.314767,30.717186,2.298207,7.0182734,0.1678894,2.6034422,-26.791243
2.2764258,29.209158,2.298141,7.630322,0.73549324,3.527155,-27.238197
2.1981404,29.670088,2.1254106,6.8072963,0.1911149,3.9270127,-27.489792
1.8175565,37.796974,1.7258118,8.406403,0.35069612,3.0049102,-26.823483
2.1581638,30.640423,1.984301,6.9277425,0.71103,5.0509,-26.40963
2.0983424,32.977795,2.0524943,8.126603,0.0,1.8807663,-27.083948
1.7465307,27.631021,1.6395291,8.997144,0.0,2.552731,-27.631021
2.2975569,29.96632,2.1785393,6.947445,0.26158735,4.2689996,-26.521751
2.062062,34.07984,1.9838626,7.1459293,0.33702052,4.013753,-26.520487
2.2226589,29.89382,2.0835876,6.8135934,0.9155971,6.254916,-26.403452
2.4167573,30.893679,2.1113918,6.8433332,0.7576999,3.6234925,-26.26633
2.1127496,32.34878,2.0056965,7.922928,0.52119184,3.2770317,-27.427044
1.9023845,31.295069,1.7827848,7.510312,0.20316768,2.8998494,-26.245556
1.9059447,31.339966,1.7887422,7.764528,0.27514476,2.9224107,-27.03577
2.4845111,29.874243,2.4632387,6.6855073,0.57845163,4.9129195,-26.020813
2.2072682,31.116032,2.1367557,6.361324,2.0407574,9.191943,-26.934134
1.9548099,27.631021,1.7770404,8.196591,0.2529786,2.827008,-27.631021
2.4340134,29.236666,2.4565253,6.7182937,0.30352736,3.6801505,-26.887197
2.254852,29.620207,2.046921,7.6963406,1.2211413,5.007168,-26.850372
2.2128036,29.282936,2.1681142,7.1886516,1.1026232,6.329236,-25.735773
2.4177337,29.078146,2.3086855,6.6554604,0.84668106,7.282304,-25.242834
2.0157573,31.893478,1.7408969,7.72108,0.0,2.2663937,-27.335814
2.251481,32.360195,2.2194128,7.377611,0.39812475,3.4472423,-26.427357
2.160684,29.005043,2.0637243,7.1646433,0.63377184,4.679652,-27.22292
2.331476,29.7002,2.3045478,7.2319045,0.5731391,4.1205654,-25.793484
2.3397634,32.737324,2.3342686,7.310028,0.0,2.2874393,-26.34412
1.8464783,38.430164,1.8552219,8.653767,0.37311518,2.922947,-25.465906
2.4605305,28.846342,2.437532,7.2831817,0.8274775,6.0814247,-26.879837
2.0671673,33.999386,2.0913677,7.9917517,0.5906199,3.5140035,-27.32693
2.0210953,35.8285,1.9734111,7.9483285,0.0,1.9228224,-26.540794
1.9802196,36.381004,1.8947359,7.3541913,0.34756866,3.7719672,-26.254032
2.1940324,30.300167,2.1675096,7.837666,0.20806415,2.6297565,-26.749659
1.9335799,31.893478,1.8096329,7.351781,0.8312047,5.132338,-27.075363
1.8618239,27.631021,1.761484,8.367856,0.0,2.2460542,-27.631021
2.1025708,31.250223,1.8950635,6.941004,0.34841296,4.3260703,-26.474138
2.0644577,30.41205,2.054736,8.047567,0.0,2.1989243,-26.4434
1.7696557,37.624287,1.7095829,9.054627,0.0,2.6379516,-26.362095
2.4947171,27.631021,2.473809,6.9944687,0.5730159,3.4222727,-27.631021
2.5424998,28.962362,2.535278,6.751112,0.50094324,5.226881,-26.247677
1.990029,27.631021,1.9017932,8.24667,0.6667048,2.9794655,-27.631021
2.033752,32.007076,1.8485223,7.6762195,0.55607706,3.7338998,-26.972496
2.6528091,30.11299,2.4977024,6.4458365,0.6282046,3.6281743,-26.30392
2.6963413,30.039389,2.3130832,6.230103,0.3799401,2.8760433,-27.304949
1.8324207,37.417065,1.7237417,8.188927,0.2521735,2.81068,-26.581432
2.1552544,34.62719,2.051894,7.55765,0.29183647,2.809014,-26.259647
1.7917812,38.10781,1.664129,8.042012,0.18752716,2.890215,-25.214767
1.9438368,32.765934,1.7997206,7.754181,0.3044058,3.5727031,-26.583065
2.4813964,29.405598,2.4753249,6.9910374,0.5768305,4.675363,-26.800016
2.0984325,34.39027,1.9353739,7.241505,0.58995825,3.9081647,-26.436378
1.9228778,35.89756,1.7814113,7.8550124,0.4128029,3.4889915,-26.712269
2.6301563,28.735737,2.3900456,6.3565955,0.6613832,3.7479653,-26.99569
2.323889,33.344738,2.366067,7.4077916,0.3877348,2.7759604,-27.373266
2.125327,33.138264,2.0831,7.5845623,0.3948376,3.4725955,-26.70789
2.5892935,30.673285,2.3589544,6.4915776,0.76621693,3.419028,-27.369184
1.8516572,27.631021,1.8118638,8.592921,0.0,2.437576,-27.631021
1.7774127,27.631021,1.6964492,8.834394,0.025508998,2.442158,-27.631021
1.7973559,36.910534,1.6422598,7.93904,0.3837789,4.0056233,-24.979408
1.8497647,39.31665,1.8092144,8.2119055,0.24804682,3.026136,-26.857433
2.430209,27.631021,2.3811948,6.952184,0.5718862,3.567803,-27.631021
1.9795321,27.631021,1.9907925,8.253375,0.0,2.0952373,-27.631021
1.9035476,32.622932,1.780849,8.497052,0.0,2.4354036,-27.154503
1.9200784,32.588634,1.8358262,7.0146914,0.13638946,3.766531,-25.431128
2.3517396,29.377,2.268994,6.420413,1.1319674,7.2407002,-26.193682
2.3615701,34.654797,2.358812,7.251678,0.04067954,2.3483653,-26.014048
2.023715,34.58578,1.9846722,8.010599,0.3208685,2.7478244,-26.628462
2.5410197,29.720346,2.5039067,6.813789,1.2994728,4.4528017,-25.96167
2.3753297,27.631021,2.329883,7.0179334,0.27796346,2.853297,-27.631021
1.8741044,33.161198,1.6133581,8.370946,0.2932192,2.6478355,-27.091818
1.762204,33.62025,1.568241,7.9787126,0.34421712,2.954855,-26.962538
2.1481204,31.010195,2.0012393,6.9049606,0.1828657,3.7174237,-26.21905
2.5443187,27.631021,2.4714577,6.8075356,0.23371562,2.8035924,-27.631021
2.0168285,34.76983,1.9468606,7.83534,0.37090462,2.9666421,-26.466957
2.1910224,31.882128,2.1306555,7.1459823,0.74069226,4.5405173,-26.070667
2.2076175,31.071424,2.163514,7.740276,0.87063193,3.9898164,-27.137012
2.6060605,30.41205,2.6031365,6.84451,1.087106,6.932428,-26.307646
1.7432879,36.740158,1.5515451,7.7591276,0.48359662,5.112725,-25.900406
2.150342,30.336647,2.0767956,6.689723,0.45973346,5.38699,-26.318962
2.122735,30.008005,2.030749,7.377023,0.097040385,2.8467991,-25.9101
1.7138773,38.683445,1.600701,8.085721,0.26482862,3.5851116,-25.476612
2.6852963,28.887175,2.6821008,6.453008,0.6641062,3.886467,-26.68395
2.216891,27.631021,2.2657428,8.036584,0.0,2.357883,-27.631021
2.8260834,27.631021,2.7858775,6.2186027,0.32398948,2.7247033,-27.631021
2.5678995,28.712774,2.443407,6.4747825,0.5998524,3.989675,-27.080145
2.0362046,34.37877,2.0905402,7.8222156,0.0,1.1051592,-27.407763
1.9898132,32.703,1.9278986,8.21754,0.42331702,3.1262805,-26.47667
2.0050309,32.531487,1.9237602,8.136226,0.50281703,3.5485997,-27.063726
1.920909,36.104744,1.7423145,7.71121,0.05874756,2.478517,-25.928171
2.098164,30.805262,1.9601454,7.2794175,0.5707273,4.028633,-26.348875
2.239606,32.851795,2.0925856,7.3636284,0.50167453,3.097623,-27.142586
2.384185,29.560865,2.36994,7.011863,0.7446451,4.059578,-26.224169
2.4378357,30.336647,2.28825,6.7191925,0.6093733,5.023607,-26.55862
1.7331133,27.631021,1.5026922,8.964233,0.09953003,2.4155045,-27.631021
2.4462194,28.580706,2.456647,7.1841016,0.18932374,2.5953743,-26.945576
2.0363767,32.817444,1.9092586,7.07254,0.64099795,5.776446,-27.180283
2.013841,30.41205,1.8977519,6.6976886,0.0636096,3.933993,-26.444744
1.9647522,32.520058,1.5386403,8.227567,0.0,1.7582695,-26.80842
1.827431,42.045204,1.822104,8.27149,0.3663933,3.1345928,-25.50563
2.191597,33.999386,2.1141582,7.1474333,0.38871467,3.9667096,-26.373455
2.3246067,29.750673,2.2319624,6.4406705,1.4839945,7.892233,-26.646673
2.2339025,27.631021,1.987182,7.286434,0.81836003,3.7171855,-27.631021
1.8639392,33.52839,1.8105524,8.367643,0.42132437,2.9816706,-26.84154
1.9262313,36.03568,1.8966669,8.204126,0.18619384,2.6247516,-25.622746
2.0778883,30.982409,1.9531721,7.0733924,1.7758178,7.2407985,-26.128672
2.853057,30.563963,2.756748,6.040709,1.2963719,5.9788504,-27.244158
2.4671297,30.11299,2.4005783,6.71977,0.97126096,5.1587863,-26.257818
2.092311,33.337852,2.0526745,7.5421543,0.5536882,4.8918433,-26.315754
1.8865845,34.125824,1.7280172,7.824625,0.101409405,2.5739021,-26.83858
2.0135689,34.999924,1.9116693,7.849068,0.21567722,2.868425,-26.845978
2.5608995,31.712116,2.552412,6.629672,0.70293486,3.8858027,-26.860874
1.817643,33.43655,1.8420056,8.54506,0.0,1.5854189,-26.931425
2.497668,28.964058,2.4420567,7.04924,0.0,2.354618,-27.53566
2.5308983,28.89047,2.5713692,7.1253667,1.0207074,4.1632414,-26.916336
1.9140875,30.41205,1.763931,8.423537,0.38600904,2.8021977,-27.098442
2.2486572,31.768736,2.1679475,7.624112,0.6279209,3.4997044,-27.199684
1.9538116,38.430164,1.9128277,7.862004,0.1258783,2.627361,-25.721489
2.025376,34.999924,1.9984311,7.8205996,0.0,2.2262347,-26.47592
2.270403,30.11299,2.2137249,7.772669,0.42623386,3.1094902,-27.141827
2.4212775,30.893679,2.4763942,7.010527,0.12147431,2.5117352,-26.162903
2.6583164,30.695225,2.6629577,6.5841274,0.0,2.090916,-27.306437
2.1778772,30.563963,2.134347,7.4592338,0.0,2.2472253,-27.365644
2.1758316,35.51775,2.1341732,7.4078717,0.3758755,2.978094,-26.654558
1.9485081,27.631021,1.7080061,8.232481,0.41847485,3.0959084,-27.631021
1.8773526,38.86765,1.6363956,8.041748,0.19372877,2.6397488,-26.652924
1.9864229,35.51775,1.9829911,7.693355,0.49807924,3.7443311,-26.355465
2.6259828,27.631021,2.637014,7.195804,0.56053996,3.1469212,-27.631021
1.8658342,36.03568,1.758393,7.5442567,0.2933194,3.7033262,-25.579035
2.0448215,34.654797,2.006638,7.794822,0.9961169,5.7160354,-26.027336
1.8925164,36.277405,1.7376585,7.7523007,0.25488657,3.0354264,-26.242485
2.4842763,30.11299,2.4754713,6.873144,0.0,2.3666255,-27.350655
2.5562224,29.209158,2.4452941,5.929892,0.76297146,6.1918545,-25.580204
2.0533266,31.17188,1.9260442,7.1956015,0.0,1.7531033,-26.798851
2.005965,31.802732,1.9810519,8.164155,0.057872012,2.390877,-27.032122
1.8294507,38.050247,1.4814651,8.512414,0.5528847,2.8695855,-26.820503
1.9599363,33.758083,1.8940326,8.224493,0.52508503,2.8226752,-27.136114
1.886128,33.96491,1.8783458,8.092548,0.22143316,3.0687132,-25.835567
1.8265003,37.5437,1.8273594,7.923355,0.31412748,3.7385063,-25.078203
2.2590778,29.463295,2.2130103,7.015218,1.1723727,7.2388105,-26.464146
2.519216,28.484995,2.326188,6.46979,0.4922885,4.1989613,-27.210814
2.0599008,36.03568,2.009258,8.062108,0.0,2.2721193,-27.162603
2.7188451,29.472973,2.6231787,6.287968,0.3428857,2.7423003,-27.065933
2.2854118,29.541216,2.1798167,6.2376027,0.7579326,8.923398,-25.529444
2.3107364,30.379686,2.2966561,7.6281633,0.87015265,4.8908634,-26.821302
1.4188638,27.631021,1.3669145,9.904533,0.0,2.308242,-27.631021
2.0110362,35.310604,1.9706438,8.542959,0.0,2.1818385,-27.24049
2.3660126,29.46136,2.2666998,7.0933495,0.9522894,5.156301,-26.567533
2.6787832,29.46136,2.5716918,6.1988707,0.47956756,4.9105167,-26.040993
2.318745,29.610275,2.2506595,6.847057,0.6769121,5.5985208,-26.161192
2.064255,32.636658,2.0564187,7.320279,0.31229538,7.9598083,-23.729717
2.5837543,29.158335,2.4746213,6.214133,0.43305004,5.310456,-26.023851
2.3520217,29.96632,2.2374973,6.8975263,0.8293876,5.3809357,-27.08304
2.112514,31.610342,1.9361933,7.1602435,0.9646206,5.3764896,-26.528559
2.1590528,30.09612,2.0412886,6.7732344,0.89033765,8.216781,-25.791212
1.7520686,27.631021,1.6890706,8.765573,0.3283074,3.1471567,-27.631021
2.3045197,29.432442,2.3009994,6.9644337,0.472508,5.910867,-26.049812
2.524742,29.821924,2.4529843,6.698983,0.6786298,6.037618,-26.814821
2.0713737,33.39064,1.9621602,6.915757,0.36702892,6.050759,-25.042574
1.8464186,37.29043,1.7987044,8.5347,0.16128175,2.6658463,-26.576242
2.0605555,32.931965,1.9914585,7.70407,0.36491665,3.063268,-26.697634
2.3561254,30.640423,2.2787714,7.117823,0.14529854,2.5124295,-27.361471
2.0915134,33.275898,2.0407305,7.9440365,0.3906285,2.8643403,-27.218515
2.459235,32.10945,2.31626,6.4193263,0.0,1.8921446,-27.14024
2.426399,30.187086,2.3044388,6.8056793,0.64657843,4.0693507,-26.869682
1.9574165,34.76983,1.7802485,7.6203427,0.16683903,3.0620506,-26.016548
2.3416023,31.168526,2.2127604,6.950401,0.53609544,4.2277493,-26.929195
2.3790104,30.379686,2.354371,7.201346,0.82053405,4.5551267,-26.752922
1.9628578,36.51914,1.9396528,7.7920866,0.27091378,3.2260308,-25.819613
2.0243149,33.21854,1.8614367,7.7920036,0.41660285,3.6905968,-26.686213
2.020398,33.252953,2.0326061,8.500534,0.0,2.6891098,-27.208872
2.2662454,31.004637,2.1313953,7.5212245,0.0,1.4770166,-26.961838
2.648226,27.631021,2.657987,6.680193,0.42730072,2.9059355,-27.631021
2.1229088,29.821924,2.1211774,7.85785,0.35734728,2.6361585,-26.903318
2.0989726,33.999386,2.0105302,6.926667,0.4253452,4.085773,-26.482632
2.4272258,29.620207,2.360492,6.694292,0.5828539,4.3889422,-26.953487
2.266733,31.194246,2.260611,7.6147676,0.14271303,2.493104,-27.122145
1.6724856,27.631021,1.3295422,8.479089,0.43470022,2.9074256,-27.631021
2.0371356,29.68011,2.0281477,7.9340997,0.52428365,3.3938959,-27.533304
3.075706,31.734758,3.0861561,5.7977314,0.1861338,2.6274142,-24.650295
2.0004911,36.910534,2.0293174,8.090383,0.3931544,3.136422,-26.498432
2.1912675,27.631021,2.1803877,7.460254,0.0,2.0238352,-27.631021
2.2016914,32.246143,2.0913708,6.676408,0.40075642,4.421335,-26.805212
2.1340513,29.502117,2.0525537,7.102323,1.2456656,8.448182,-25.988802
1.9097221,27.631021,1.7678878,8.223607,0.3938626,2.7018335,-27.631021
1.8477732,27.631021,1.593436,8.052215,0.17425367,2.5281837,-27.631021
2.4556046,32.31456,2.4485443,7.303213,0.05524511,2.569842,-26.767088
1.4981695,39.282112,1.2794547,9.006337,0.38310763,2.854254,-25.261694
2.1216245,29.610275,2.0297084,6.4658427,0.8018237,9.214498,-24.387413
1.8171139,38.176888,1.3970647,8.66532,0.0,1.9339554,-26.77369
2.002625,33.344738,1.5944289,7.9729505,0.35787228,2.728232,-27.400461
1.9130596,36.277405,1.5467747,8.393889,0.0,2.341415,-26.397223
1.8453234,31.882128,1.8555816,8.7467985,0.12797071,2.5370557,-26.88396
2.1892316,30.11299,2.0636249,6.5847354,0.7156194,6.967193,-24.850246
2.8359418,28.498283,2.7986076,6.253993,0.44440037,4.2218423,-26.40779
1.5898169,39.44329,1.6291296,9.376268,0.0,2.5060885,-27.055948
2.371873,30.65575,2.238047,6.4162674,1.117072,6.708134,-25.858124
2.1390922,29.924818,2.0534983,7.633264,1.224632,4.3762307,-27.214334
1.9241936,34.63179,1.7034495,7.783757,0.2412957,2.8025107,-26.879242
2.0975366,27.631021,2.0940938,8.374056,0.5136259,2.8810723,-27.631021
1.8441962,32.38302,1.6596388,7.6346254,0.83707297,4.6931944,-27.183596
1.9147693,35.51775,1.8840846,7.928579,0.13546786,2.622206,-26.763107
2.4230835,29.87939,2.4283073,6.8516955,0.7626407,5.98263,-26.688946
2.6775262,30.640423,2.650713,6.8207064,1.4882234,5.314445,-27.56335
2.5979493,29.329721,2.495209,6.7936354,0.8086973,4.0218596,-27.095728
2.005088,33.161198,1.9149035,8.1051655,0.6767577,6.1858964,-26.417515
2.1909528,31.599047,2.1874416,7.406741,0.4348916,3.3553464,-26.337582
2.448421,29.472973,2.4566917,7.1086016,0.6130739,4.483165,-26.644396
1.9716777,36.657276,1.9486643,7.8676367,0.10192051,2.7452571,-25.503542
2.1979868,34.171806,2.2062035,7.5821285,0.58710337,3.3769772,-27.281658
2.3568108,27.631021,2.4160376,7.1688437,0.017841808,2.421849,-27.631021
2.35832,29.424757,2.2552664,6.1939425,0.59450626,7.5133786,-25.980627
1.8331461,27.631021,1.7149197,8.566328,0.43306738,3.1372533,-27.631021
2.3088355,28.983624,2.1854491,6.9674716,0.68654746,5.9821167,-26.302586
2.0394814,32.72588,1.9903454,7.981376,0.09915608,2.483784,-26.755524
2.6626372,29.057083,2.6591954,6.5100183,1.2320923,4.8150315,-26.545647
2.1283975,27.631021,1.7236953,7.967838,0.6496603,3.2898035,-27.631021
2.276576,31.250223,2.2156117,6.667185,0.29613182,4.49256,-25.483883
2.498202,27.631021,2.481083,6.768663,0.31309924,3.074047,-27.631021
1.8189065,35.01143,1.5734627,7.991037,0.062141642,2.4459069,-26.287176
2.4931495,32.246143,2.0623496,7.169099,0.2540464,2.716921,-27.172075
2.2231188,33.39064,2.0770545,7.469013,0.69765157,3.4131005,-26.678288
2.1108487,40.663654,2.1057856,7.6993523,0.16137516,2.4255993,-26.352179
1.9385256,34.999924,1.86703,7.915847,0.35196656,2.8923638,-27.10082
2.4384692,31.160704,2.430514,6.8620133,0.39697304,3.452452,-26.078312
1.6882191,36.40863,1.5873967,9.339547,0.0,2.1030667,-26.657402
2.0662203,33.161198,1.9234678,8.036701,0.37492493,2.6045005,-27.20975
2.3262928,29.145739,2.236397,6.6098237,0.7686617,5.414986,-27.182783
2.2539935,31.104874,2.2155707,7.379213,0.83492076,3.5130649,-27.09834
2.1454248,31.053598,1.8015141,7.81625,0.72926056,3.2328312,-27.283216
1.9279943,33.551353,1.8767924,8.631489,0.73137957,4.0076165,-26.926168
2.1538506,33.52839,2.1742558,7.9705706,0.0,1.9756489,-27.255554
2.1174345,32.10945,1.9252139,7.9029346,0.33886662,2.9260352,-27.325504
1.8297946,27.631021,1.6852927,8.5797,0.0,2.4439454,-27.631021
2.2279503,30.283035,2.1336298,7.6360106,0.39633834,2.8852963,-27.322065
2.4761398,27.631021,2.4250782,6.6025195,0.0,1.3320388,-27.631021
2.0076168,34.125824,1.9172324,7.169022,0.37282676,4.2303896,-25.419144
2.0972753,33.298843,2.0418944,7.943578,0.21842791,2.731952,-26.781096
2.1456554,33.735107,2.1063452,6.659985,0.40082383,5.826987,-25.037125
2.0918505,35.949352,2.0395372,7.5858474,0.40001342,3.0187767,-26.360838
2.4704053,27.631021,2.590039,7.0892076,0.5282367,3.0538726,-27.631021
1.8564279,37.5437,1.7093976,8.141694,0.31646922,3.0287888,-26.84653
1.8636135,35.103477,1.9312869,9.195099,0.0,2.7353923,-26.58807
2.4000318,30.750174,2.3328302,6.6867948,0.8083131,5.0831947,-26.857962
1.9936576,27.631021,1.957822,7.680617,0.2989295,3.5215883,-27.631021
2.7242568,28.903698,2.6355696,6.0875196,0.5474806,4.6184187,-27.113995
2.829637,28.623623,2.8018935,5.945239,0.89194965,7.119406,-26.772766
2.1125848,27.631021,2.1123059,8.01368,0.0,2.2582967,-27.631021
2.2523553,29.541216,2.1386576,6.763457,0.9342143,7.0895743,-26.579308
1.6979182,27.631021,1.6652689,8.9174185,0.0,2.0549417,-27.631021
2.599026,29.163746,2.585304,6.41337,0.4912341,4.6391973,-26.965292
2.0676782,31.802732,2.0279455,7.4350133,0.2708717,3.4419498,-26.775833
1.829065,37.5437,1.5802271,8.210746,0.18747807,2.6144688,-26.40428
1.849193,37.417065,1.741758,7.626694,0.49739218,4.7846403,-25.369064
2.4382217,30.283035,2.393472,6.7429,0.82349813,5.0323086,-26.372555
2.7454455,32.234745,2.7034948,6.244424,0.17883745,2.669158,-26.420858
2.6952662,31.893478,2.6132238,5.777897,1.0389191,8.986897,-23.11711
1.7166378,39.31665,1.7123426,9.013985,0.0,2.7318563,-26.592634
2.2213824,28.903698,2.0915904,6.469494,2.0663962,8.66795,-27.125349
1.8693295,36.933556,1.8304771,8.436183,0.28766322,3.3056135,-26.262768
2.6347046,27.631021,2.6211426,6.883926,0.0,2.70405,-27.631021
2.504557,28.623623,2.3898895,6.1512904,0.7677083,6.059182,-27.107916
2.0627015,31.295069,2.0188055,7.795645,0.16781735,2.6508484,-27.109034
1.9705373,34.1948,1.8918941,7.1273437,0.43359333,7.2754602,-24.237268
1.8508866,37.624287,1.7231027,8.486201,0.0,2.475293,-27.05156
2.562876,28.353365,2.6784382,6.848677,1.3571756,4.847749,-27.185112
2.2701888,29.472973,2.2678525,7.6430945,0.0,2.221122,-27.09387
1.4819573,27.631021,1.434794,9.511347,0.0,2.889556,-27.631021
2.3649096,29.083433,2.267123,6.7701,0.82578754,6.299191,-27.21088
2.0949237,32.6115,2.0105538,7.8020577,0.29266116,3.339734,-26.878956
2.0204072,34.37877,1.876381,7.0465565,0.2587856,4.2422576,-26.180607
1.9777334,36.530647,1.8570604,8.249817,0.0,2.287025,-26.816574
2.3035402,30.893679,2.299811,7.7282343,0.45659575,3.0039542,-27.10782
2.0814521,27.631021,1.9951811,7.637868,0.31977364,2.6487722,-27.631021
1.991637,33.44803,1.9866359,8.547525,0.0,2.3364708,-27.423246
2.1681244,31.98434,2.1309574,7.525376,0.19723101,2.8134708,-26.61696
2.2433355,29.821924,2.1443605,6.7150197,0.60481155,6.845572,-24.59618
2.1212902,31.927538,2.1046793,7.7371078,0.18937634,2.6245656,-27.23897
2.1952972,28.887175,2.1613402,8.12209,0.88767105,3.2234533,-26.965725
