PL_Index,nu_syn,LP_Index,Pivot_Energy,Frac_Variability,Variability_Index,nuFnu_syn
1.9437206,31.39391,1.8150735,7.1561856,0.17650832,4.58768,-25.839863
1.8378776,35.230053,1.7541323,7.335774,0.37974763,5.078404,-24.322916
2.3100677,30.96686,2.2072833,6.562794,0.84186655,5.1953626,-26.96083
2.7308793,29.87939,2.7359743,6.522563,0.6289031,3.4313135,-27.149132
1.7740293,27.631021,1.5392911,8.083778,0.71682644,3.6788278,-27.631021
1.9135509,35.46021,1.8494388,6.880387,0.43165758,6.1847997,-25.05219
1.8625754,27.631021,1.8364365,8.583565,0.0,1.9791013,-27.631021
2.421646,29.945545,2.3333492,6.4223623,0.8581082,5.5781918,-24.992903
1.9896566,36.496117,2.020198,8.465965,0.39636388,2.6863387,-27.105368
2.3449683,30.320541,2.266544,6.567155,0.5688052,5.4895363,-26.097452
2.4258952,29.68011,2.249722,6.738799,0.65534693,4.346475,-27.159609
2.031602,33.551353,2.0069916,7.9841933,0.25209692,2.9547226,-26.95403
2.283729,29.68011,2.2757652,7.6025167,0.75359267,4.8753295,-25.535059
2.568171,29.022291,2.1886778,6.826312,1.4014736,5.4799056,-27.15344
2.5237777,33.999386,2.5486927,6.8859816,0.47821534,3.1472855,-27.30958
2.5782013,29.339138,2.490652,6.342904,0.75453717,4.9879384,-27.103148
2.8273234,28.903698,2.7936115,6.230017,0.28873062,2.8424828,-27.24825
2.017095,27.631021,2.0044882,8.105057,0.0,2.2804122,-27.631021
2.1349857,31.7008,2.0926561,7.5659084,0.6598596,3.83821,-26.212097
2.581459,28.6455,2.6960402,7.1757417,1.7560139,5.534461,-27.081944
2.592133,29.159237,2.4965723,6.5914664,0.53372186,3.6077058,-26.86447
1.872984,28.99817,1.8049698,8.711594,0.6738031,3.133346,-26.725113
2.333917,29.172785,2.1571,6.5687833,0.8273898,5.7879004,-26.733198
2.1161273,34.63179,2.1238985,8.000524,0.42348218,2.7872598,-26.909193
2.373533,29.136768,2.3336775,6.837483,1.1090809,5.47496,-26.94087
2.3102927,30.283035,2.2424922,7.173572,0.39083835,3.2576883,-26.346933
2.44061,32.6115,2.2489915,7.3305664,0.94420373,3.8776968,-27.387714
2.2003548,29.610275,2.1959915,7.660649,1.595276,4.656909,-26.706581
2.0338345,35.46021,1.9805207,7.9044247,0.33921954,2.7315001,-26.532381
2.113585,34.07984,1.9753278,7.065103,0.2670381,3.293523,-26.560677
1.9261792,36.657276,1.8923177,7.926686,0.18054658,3.3676376,-25.166761
2.0249875,32.6115,1.811951,8.007278,0.6135998,3.3294935,-27.271267
1.8411038,36.496117,1.8413852,8.456334,0.2622388,2.722613,-26.379227
1.9947236,40.583065,1.9696267,7.8000646,0.31283796,3.258761,-26.713345
1.9737781,32.794548,1.7432082,8.214118,0.0,2.2099056,-27.26074
1.8437278,27.631021,1.7641314,8.637518,0.0,2.6703966,-27.631021
2.0875802,29.092262,1.977856,8.049673,0.0,2.1016414,-26.847254
2.004681,34.35577,1.9892923,8.160053,0.43363044,2.94594,-27.27362
2.075824,29.541216,1.8425844,7.6592774,1.036215,3.812102,-27.329363
2.046688,31.295069,1.9057456,8.16294,0.20122556,2.6430254,-27.003819
2.367729,28.8062,2.3110087,6.5776978,0.61988395,5.6892877,-24.399776
2.4726572,29.49433,2.4413543,6.914605,1.1484858,4.569761,-26.361595
1.9406775,34.654797,1.898122,7.313156,0.1870167,4.06845,-25.641205
1.9018623,38.9137,1.6356641,8.59729,0.49972597,2.879285,-26.756063
2.1083546,30.717186,2.0669274,7.525522,0.25902322,3.4201462,-26.1805
1.7262828,27.631021,1.161646,8.8269825,0.0,2.0643773,-27.631021
1.8382043,35.51775,1.6798275,8.029742,0.013833928,2.376257,-26.666254
2.025063,36.496117,2.0280302,8.143857,0.3513797,3.255187,-26.045137
2.4235601,29.541216,2.3716936,6.517785,0.26235613,4.8808737,-26.479836
2.1773715,31.497492,1.9440826,7.494846,0.0,1.8442864,-27.242954
1.9628175,32.485783,1.7078738,7.8557596,0.53183633,3.3476121,-26.739515
2.6089668,30.283035,2.329094,6.4438434,0.39995134,2.870782,-27.212982
1.6873649,35.89756,1.6456518,9.303275,0.26900947,2.8960397,-25.78166
2.087272,36.150787,2.0479968,7.834649,0.0,2.2440138,-26.988255
2.2649121,32.517773,2.07803,7.2490377,0.26299697,2.7929688,-26.417868
2.1449108,32.771656,2.0811892,7.5177035,0.21549094,2.779144,-27.332266
2.149859,30.450977,2.0254452,6.973482,1.4289602,7.289567,-26.39781
1.9227873,27.631021,1.6006202,8.376055,0.0,2.465704,-27.631021
2.4926195,27.631021,2.4986403,7.0820923,0.44893909,2.8818958,-27.631021
1.7575532,36.381004,1.6992071,9.112658,0.0,2.6582155,-26.751762
1.9644436,30.794233,1.915577,8.431029,0.43385065,2.9898958,-27.316427
1.7524092,36.7839,1.3229116,9.19809,0.0,1.707777,-26.382473
2.369009,29.30159,2.3563764,6.962418,0.6076014,4.090786,-26.451418
2.1369133,30.805262,2.0213416,6.7554693,0.50197613,5.466537,-26.70273
2.1196322,28.690077,2.0155032,8.043525,0.0,2.1851175,-27.202484
2.8131285,30.368916,2.6477475,6.1282372,0.5211061,4.1156588,-25.14242
2.5879583,28.903698,2.490068,6.5265474,1.0162235,4.934738,-27.42446
2.3360982,31.026882,2.2710254,6.0170703,1.266786,10.128205,-25.044117
2.3735678,27.631021,2.361197,7.159296,0.56745565,4.655274,-27.631021
2.3473482,29.064966,2.231792,6.7664623,0.74690485,5.233478,-27.110233
1.75017,34.654797,1.6025081,9.107215,0.0,1.9785461,-27.289793
1.9878999,31.116032,1.976249,8.244604,0.65032357,3.2418084,-26.903597
2.5453124,30.240301,2.4248316,6.19297,1.1403486,5.9218516,-27.11501
2.2506938,29.750673,2.126824,7.135527,1.1992202,5.969526,-25.75602
2.3874466,29.145739,2.282578,6.604217,0.60476923,5.5433173,-26.2702
2.1173942,33.161198,1.9697783,7.8514977,0.0,2.0053096,-27.264158
1.8450919,36.61123,1.6634564,8.202054,0.37579548,4.5466456,-24.71254
2.2302647,29.941397,2.1236315,6.457508,0.43792218,6.7773266,-25.550566
2.4850178,29.472973,2.4443326,6.6949396,0.7898502,3.9656394,-26.93615
2.3709855,29.722364,2.2901437,6.729712,1.1387112,5.1753716,-27.298056
2.0124857,36.657276,1.8931525,7.3003592,0.19422221,3.0389938,-26.511152
2.6576917,28.580706,2.4505105,6.5710735,1.9796325,6.6393065,-26.753777
1.946189,27.631021,1.9207823,8.17134,0.21445537,2.5621653,-27.631021
1.8653779,29.405598,1.795952,8.251718,0.24802071,2.7776964,-27.429438
1.9444351,35.575294,1.7085056,7.7294736,0.224157,2.8892972,-26.44332
1.9163603,43.01229,1.8997133,8.488822,0.0,1.8978814,-25.455853
1.8072426,34.37877,1.8492098,8.635844,0.1588172,2.510174,-27.0767
2.1838288,29.864986,2.0840995,6.417256,0.44303918,6.2277904,-25.588926
1.9806886,39.55842,1.9666249,8.28165,0.0,2.35238,-25.831654
2.1030369,31.288338,1.8467274,7.260773,0.6191321,4.4234695,-26.52849
2.684387,30.525854,2.852821,6.8271446,0.87823457,4.8501163,-25.27212
2.2876499,29.89382,2.2148993,6.6711,0.9899803,6.33866,-26.513235
1.774952,33.804035,1.6702365,8.684319,0.41673952,2.9086933,-26.872412
2.5869598,29.133186,2.4402564,5.8999066,1.5234864,6.8250976,-26.132599
2.3270116,31.520042,2.2571166,6.597461,0.6450191,5.8148494,-24.473211
1.9263846,34.309776,1.8461514,7.683776,0.16955766,3.1767704,-25.409239
2.009811,32.520058,1.919361,6.8667994,0.2895267,5.1535287,-25.602596
2.1641953,30.700712,2.0535154,6.9625063,0.24168715,4.3906956,-24.921345
2.1407964,31.655552,2.0110898,7.549968,0.7081358,4.629181,-27.042145
2.048113,27.631021,2.018466,8.261712,0.0,2.0951326,-27.631021
2.4492173,28.846342,2.3604417,6.8781137,0.6997906,3.1031206,-27.368952
2.3315094,31.42991,2.2491806,7.0761952,0.60683495,3.085864,-26.39775
1.6721767,27.631021,1.4843519,8.619538,0.3958247,2.8606026,-27.631021
1.8018152,27.631021,1.7270771,8.904707,0.0,2.2017796,-27.631021
2.2101183,30.664516,2.1444404,7.184166,0.52309084,5.322472,-25.356377
2.0272257,33.746593,1.9143422,7.493759,0.54918224,4.011432,-26.26916
2.2774928,30.805262,2.2807999,7.5528607,0.85697,3.950204,-27.4168
2.1940463,30.17435,2.1079502,6.302025,1.0317626,9.093783,-25.270212
2.4600582,29.057083,2.4396327,6.991219,0.46747458,3.8070583,-26.640985
1.8751018,27.631021,1.8475282,8.664871,0.0,2.2884586,-27.631021
2.3004944,29.541216,2.3215892,7.230592,0.0,2.1793914,-26.699905
2.1653676,29.781128,2.0749686,6.874775,0.26728567,3.5584064,-26.12778
2.093335,30.62948,1.9517882,7.003595,0.33877474,4.581557,-24.457705
2.458897,29.68011,2.4932618,7.1929655,1.0701126,6.3614335,-26.753057
2.4249508,29.997568,2.2681289,6.4078865,0.8408478,5.128575,-27.1181
1.8762863,27.631021,1.795083,8.057021,0.59522605,3.6434484,-27.631021
2.1763685,27.631021,2.0861278,7.3059673,0.0,2.3876874,-27.631021
1.6730784,36.85988,1.4881049,9.392987,0.0,2.2515466,-26.49472
2.1203232,27.631021,2.11361,8.231931,0.5139749,2.7701468,-27.631021
1.939815,27.631021,1.847069,8.234825,0.31382522,2.75294,-27.631021
2.411059,28.420507,2.3829353,7.2229724,1.3687913,4.649108,-26.97112
2.4421124,30.982409,2.4061358,6.7366047,0.35867977,3.15892,-27.33995
1.9668148,27.631021,1.9569002,7.7859373,0.116126746,2.7665179,-27.631021
2.794101,30.717186,2.5621738,6.059531,0.57802415,3.3282762,-25.28776
1.7280239,40.24919,1.6073215,7.9436083,0.34756452,3.4489007,-25.58894
2.2866495,29.024021,2.1803167,6.378552,0.94950396,8.115522,-26.673923
2.0232198,27.631021,1.990967,8.102365,0.58403456,3.5257585,-27.631021
1.8409709,37.670338,1.7915814,8.391678,0.37151977,3.161458,-25.846497
1.834825,33.62025,1.563559,8.1279745,0.4907587,3.217191,-27.222641
2.0282238,30.898108,1.9146194,6.8941364,0.2562658,4.6867194,-25.548485
2.1967642,36.795414,2.0180278,7.671356,0.103392705,2.5485868,-26.269909
2.5451503,28.5117,2.5572226,6.9463005,0.6540239,3.7397387,-27.125715
2.0499816,27.631021,1.5216981,8.15808,0.0,1.9158882,-27.631021
2.7258198,29.109995,2.5297585,6.167608,0.3410423,3.1823606,-26.82268
2.0731642,35.51775,1.754292,7.860605,0.37514737,2.886626,-26.68658
2.3491106,29.472973,2.3532827,7.485636,1.6416146,4.5680237,-27.127739
2.1227365,30.62948,1.9802405,7.576491,0.0,2.2524662,-26.663734
1.858914,41.34292,1.8268363,8.082199,0.29177484,3.0391762,-25.880388
2.1537406,33.861485,2.053039,7.4137745,0.43606988,3.2451131,-26.842323
2.252177,27.631021,2.1860926,7.325105,0.08905403,2.5542061,-27.631021
2.6087089,29.109995,2.5621996,6.5996494,0.24821511,2.598303,-25.558739
2.1726487,32.246143,2.192873,8.136167,0.23988026,2.8072104,-27.007612
2.7080326,28.498283,2.6755579,6.120372,0.40932474,5.0590563,-26.997353
2.193519,33.046555,2.1904716,7.7495,0.0,2.2689705,-27.265114
2.3508112,30.19771,2.2781577,7.1812587,0.0,1.8711907,-27.309555
1.8195943,36.910534,1.7985977,8.766074,0.0,1.8299345,-26.052137
2.6821094,29.620207,2.5809205,6.0760913,0.49185202,4.632933,-26.166517
